documents,label
"I will say that kids need to understand that this game is an online platform and if someone swears in a game, they just do and you need to get over it.
",7
"Ok, not ALL games are appropriate.
",3
"I've seen some people saying bad language, and some Users are just outright mean.
",2
"So far I have only seen one bully, Westhealer, and he was banned (I think) Maybe go playing a game like Flicker or The River Project if you want something safe.
",0
"The thing is that roblox received a ""E For Everyone 10+"" for fantasy violence.
",8
"I saw some condo games in this app that is sexual content for 18 and over.
",2
"They enable safechat for underage kids for privacy reasons.
",3
"This game is innocent, just because you heard that some kid got ""abused on Roblox"" on the internet is not true, you can't believe everything you hear.
",7
"Stop banning children because you heard some story on a website that needs some extra clout.
",9
"This will only happen if you dont monitor your child, and you do not.
",7
"I know one of you will hate me, but im just a TruthSpitter.. haha!
",7
"But I think that parents are over reacting a lot.
",2
"Some parents are getting mad at roblox for “sexual content”.
",6
"If it’s been created to today and it says “the developer might need to update the game” that means they just created it and there is a 99/100 chance that it’s not a sexual game.
",9
"If it doesn’t say that message and it doesn’t say that there is a 95/100 percent that it IS a sexual game and you shouldn’t play it.
",2
"If it the current date then DO NOT PLAY THE GAME.
",5
"It’s a sexual game.
",1
"The second thing I see is that people are getting bullied for their avatar, or the way they look.
",2
"This is a problem for EVERYONE, because there’s a new trend called, copy and paste, and slenders.
",1
"That’s just them being nsfr(not safe for Roblox)
",7
"
",0
"The third thing is that parents are getting mad that there are shooter games and stuff.
",3
"They shouldn’t be getting mad and give Roblox a bad name for it.
",5
"Just tell your kid not to play it.
",7
"Sometimes when you die in those violent games there’s a red screen and then you Oof.
",3
"Also I tagged my review in too much sex to say that this is an issue and it doesn’t make the game bad.
",2
"Even though there is some mature content, its usually censored.
",3
"If you want to have a normal conversation, I'm sorry, but most of it is gonna be hashtags.
",7
"Roblox censors all the bad words, but it even censors NORMAL words as well.
",1
"Heck, it even censors social media names.
",2
"If you still think roblox has too much gore, and is still ""Unsafe"",  I suggest you monitor your kids online.
",7
"If your kids are playing games that contain gore, that's not roblox's fault, you just have to monitor what your child is doing.
",7
"I'm not saying roblox is ""perfect"", because moderation can be crap at times.
",2
"People get banned for no reason, and the people that actually do bad things sometimes get away with it.
",1
"Parents, once again, STOP OVERREACTING.
",0
"It also has numbers blocked so we couldn't share our phone number.
",1
"For murderer mystery 2, it doesn't have blood or gore but only has dead bodies.
",3
"BRUH WHAT THE F#*ck SERIOUSLY!!!?
",0
"HOW IS THIS 13+ ROBLOX IS LITERALLY A KIDS GAME NOT FOR F#*ING TEENS SERIOUSLY PARENTS THESE DAYS :/
",0
"
",0
"5 - Turn off every privacy setting!
",8
"Like any other online social game roblox has a problem with hackers, and Oders and all the problems.
",2
"I think the ESRB should add a USERS CREATE rating because its only bad if creators make it that way.
",3
"When I started playing Roblox years ago, it was because I wasn't able to play original Pokemon games, and I just played a rip off called Pokemon Brick Bronze.
",0
"It was filled with microtransactions and it broke lots of fair use laws.
",8
"Roblox was profiting on this and didn't issue any order to take it down until finally receiving a lawsuit from Nintendo.
",9
"I eventually realized the stupidity of the platform, and whenever I revisit, it gets worse and worse.
",6
"Looking at the top game list, every single one is unoriginal; ironically for adult games such as shooters.
",8
"I understand that they might feel pressured by their classmates, but as a kid, it's hard to see the stupidity of this game, but as you grow up it becomes visible.
",8
"If you are lenient because I could just be dumb or something, don't buy them Robux, they will keep begging for more.
",5
"there is no blood/gore/sex/violance/or any of that sht so u dont need to wory
",9
"It really bothers me and other players.
",9
"I've also experienced many censoring in appropriate words that are for some reason not allowed.
",1
"Please fix this (if you are able to).
",5
"This makes me disgusted and annoyed how the developers don't really do anything about it along with bypassing chat filters.
",0
"By people, I mean kids from 6-10 years old.They receive reports, they do not do anything unless they feel like it.
",5
"IT'S NOT ROBLOX'S FAULT THEY'RE PLAYING IT!!
",0
"It's the kid's fault because THEY CHOSE TO PLAY THAT GAME.
",2
"Roblox even deletes the inappropriate games  in just 5 MINUTES!
",2
"I do know that some games on Roblox are violent so just tell them they can't play those games or tell them that they can only play certain games.
",7
"just because a child plays a violent videogame, it doesn't mean that they are going to become psychopathic.
",7
"Why does everyone always say its 18+ and it's not for kids!
",1
"I mean sure, there are some inappropriate games, but roblox usually takes them down in a few seconds.
",2
"what is wrong with you!
",3
"In my personal opinion roblox is a good game however if your child has a history of not following the rules this is not a good game for them there is lots of cussing but it is blanked out and also there are very innopropite games that children should not play if you are letting your child play this you should be careful about what they are doing has everything n some games are better than others in roblox also get' s player accounts get hacked sometimes
",3
"And if you’re child encounters toxicity you should tell them to block the user thats being mean.
",7
"Afraid of your settings getting messed up, by your child?
",5
"But, this has issues, players can make and alternate account to bypass the password, since they have it.
",4
"Another thing is, PLEASE tell your kids that there are scam bots that includes phishing and etc.
",5
"if theres and od just get away from the od!
",2
"I hate Karens.. seriously.
",2
"It isnt roblox's fault if your kid stumbles across Phantom Forces or something like that.
",5
"honestly, don't give all of the blame to Roblox itself
",6
"
",0
"""wAtCh Ur KiDs plAy"" piss off... how about they watch your every move.. stop being hypocritical
",7
"Some people on the platform are online dating and there are really bad people on there and alot of trolls
",2
"And if you're not too sure about some of the games they've been playing, play them yourself, make a decision, and if you think it is too bad then have a talk with your child.
",7
"If you are worried about online predators then go ahead and disable chat for your child.
",7
"I don't know why but roblox is complete evil.
",7
"You have the chat censor which is so easy to bypass and it filters EVERYTHING YOU SAY JUST FOR A MISPELLING AND LIKE IT'S A BLACK HOLE THAT SUCKS YOU IN FOR ALL ETERNITY!!!
",1
"Luckily, I escaped that pit of evil and destruction.
",9
"There are terrible pointless games on there like adopt me where you be a slave to your pets and kids and do their commands, and those brats command you.
",5
"There are so many kids do who knows what and like bruh they are doing inappropriate things i will not mention so yeah.
",3
"Then there are violent games that I rate R, and roblox took me away from my family and reality, go play Minecraft.
",0
"There are overpriced hats and smiley faces no body cares about and hackers and scam bots everywhere.
",3
"Some games are really bloody others are fine for 7 and up
",8
"However, the in-game chat filters in the long run don't do much from keeping kids away unacceptable language.
",8
"Seriously, most games don't even need chat that much.
",1
"And to avoid those games with players who somehow rape you like they say?
",8
"The users are rude and constantly swearing.
",1
"The children are being scammed out of their robux and any in-game gimmicks that they may have gotten.
",4
"It has very inappropriate games for even teenagers, that do not get reported.
",3
"I can not play roblox anymore because of ODERS (Online daters) there are alot of them in games like Meepcity, Life in Paradise, and Adopt and Raise (Not to be confused with ""Adopt me"" a game about adopting pets"") Pedophiles often go on roblox to ask kids to do inappropriate things in game, like have sex, therefore I have been banned from playing.
",9
"Of course if your child is good they will decline, report the user and leave.
",7
"Another thing is friends can be toxic, online friend can be toxic because of drama that happens in game, this is mostly starts with roleplaying, if it gets to serious people can get their feelings hurt.
",2
"Another huge thing hacking and scamming, in games like adopt me scamming is huge, for example, let me paint a conversation between your child and a scammer, 
",3
"Scammer:""Trust trust trading people!""
",5
"Scammer: NO!
",0
"~Scammer leaves the game~
",6
"
",0
"Basically  a Trust trade is  when your child gives a scammer a valuable thing and expects it back after the trade goes through when it does the scammer leaves with their pet.
",6
"There's also the Bun Bun girls, a group of hackers who join scammers servers and alert players the Bun Bun girls will not hack your child don't worry, one time I was playin adopt me and I was lookin through the server list and I saw a Bun Bun girl, she looked through the server and didn't find any scammers then she just left.
",0
"Then there's hackers that aren't the Bun Bun girls, they steal your Childs stuff and ruin games, I have not encountered one thankfully so I cant elaborate.
",8
"Last thing, when you make your account make it as secure as possible, hackers will get into it and take it, one time my account was almost taken one day I couldn't login so I checked my e-mail and my account email was changed to a different one, I emailed the one saying ""Hey, did you take my roblox account?""
",0
"There is violence but there is not really any blood, gore, or graphic things in general.
",3
"You use paint ball things, bouncy balls, you can slap people, but that is really it.
",3
"It is also hard to give private info, as it censors addresses, ages, and bad words.
",1
"But others might bypass the filter,scam, and do dirty roleplay.
",1
"Some of the problems Roblox had was the exploiters.
",0
"Exploiters aka hackers has been ruining good roblox games in the past this effected the 
",6
"developers that they must do about the exploits that hackers use but now some games have mod ban like arsenal moderators can ban hackers for good but has a day limit this is good and very funny that it shows on screen but some of them dont't go online and exploiters ruin the game for pepole who enjoy that game.
",2
"If your hacking on this game get a life please seriously hacking in a lego game is not cool i should allow 11 years old and up for them have a responsiblity other than that its cool fun and exciting on the platform
",4
"If you put a account age under 12, then you won’t be able to see those chats and will be tagged out.
",7
"I give it 4/5 because of spamming hackers spam websites that give free robux but don't they want your login info and hacking/exploiting in game people use hacks to make the game not fun and they cheat I recommend an adult with the child while playing please report hackers if they try to scam your kids and people get around swearing by using the !
",5
"in the s word.
",1
"Predators have been less common these days, Roblox has taken these things into account so much tht you cant say numbers it will put them in hashtags, now this isn't a bad thing persay but if your trying to say ""I placed 1st place!""
",1
"which can get annoying at times, but it isn't that big of a deal and I fully understand its trying to stop kids from giving out their address or phone number to strangers online who could possibly be a predator But other than that it is a great game and I have good memories playing it.
",5
"It is the worst game ever and its dead!!!!!
",6
"!Anyways it could have drug addcits , child predators or sex offenders.Here are the reasons why this is a terrible game.
",9
"Only babies play it.
",6
"Roblox has always been a game to show your creativity, this can open a gate to certain inappropriate games, but they get taken down In an instant, and you'll never be able to find them in the front page.
",4
"Althought roblox isn't the best at handling certain player behaviour, they do have parental controls in the privacy settings.
",5
"There is violence in some games but is cartoony.
",3
"You rarely ever see blood and even when you do, it is very minimal and not at all like real blood.
",2
"If people aren't being nice, the three best causes of action are blocking the person, leaving the game you were playing or both.
",2
"Roblox does have a report system but it is notorious in the community for not dealing with complaints.
",5
"- If you're a parent reading this, don't save payment details because your child can buy robux without asking.
",7
"of corse be careful there are rude ppl.
",2
"unlikely to run into ppl like that tho and the chat has high filitered honestly the chat filter sucks ngl
",1
"So there are some people who think they “online date” in the game but if you read the rules, it is a rule in the tos that you CANNOT date or you will get banned.
",2
"Gore is never allowed.
",6
"So check if your kids have been playing blood games and if you want just tell him to read because you can’t block or delete those games.
",7
"And don’t worry about your kids swearing.
",7
"It always gets censored unless if you turn off safe chat.
",7
"Turning it off lets your kid swear.
",7
"Sure, some violence might have guns, blood, body parts lost, and injuries, but some games can teach you the lessons of teamwork, technology, and critical thinking, the swearing can be a little to much, but like there are tags or ""#"" to block it, but people can say like ""hell"", ""damn"", numbers like the code is ""821023"", and insults like your bad at the game"" or ""leave u stupid noob"".
",1
"I remember back in 6th grade I was very salty about how my friend would not stop playing Roblox, mainly adopt me.
",0
"It was generally stupid for me to be so angry at her, but I would write letters about how she shouldn't be playing so much.
",0
"I don't care at this point if she plays or not, it was pretty stupid.
",0
"It does have a lot of consumerism, like having to pay real money to get robux and making ridiculous things have a price like putting a badge in your game.
",8
"Games can have a bit of violence, but usually its cartoony.
",2
"ok even when they say curse words it will be this:##### so  Stop freaking out the game is great.
",1
"But you parents why you say its bad  content.
",7
"there is a tiny bit of it but not  alot the 1  and 2 star reviews are Karens Or Fake  ppl Or Bots There is consumerism Roblox is a great game its for Kids All ages there is Hackers and Trolls and The Robux braggers are the ppl with tons of robux  And then THe Defaults.
",2
"new players are often called ugly or  a Noob If You  being bullied leave the game then play another game on roblox called zombie rush i am a noob andalso and play it alot i am a lvl 171  But also Most of the Rp that has the  bad stuff are just rp But Look roblox is not that bad Its Good Go Try It thank you for your time!
",0
"but there are hackers who will try to hack your account and the free robux scams videos that youtubers make to get their Fans acounts on roblox Get deleted and lemme say this : r o b l o x  i s f o r k i d s even tho there is Age 18+ content being use by hackers but online daters are gone nowadays But i have found clickbait youtubers.
",4
"Swearing-3/10 mild swearing because ppl bypass the filter.
",1
"Drinking and drugs 2/10 .
",1
"violence &scaryness-3/10 you just break into pieces in game csm once u die in game  but in arsenal and  phantom forces your death is more realistic so ill give it 2 out of 10.privacy concerns-1/10.
",3
"consumerism 9/10-robux is used to buy things such as  gamepasses ingame its pretty mild but annoying cus the ppl with no roblox are sad .
",6
"but parents worry the most about family paradise,Jailbreak,Madcity,arsenal because their seeing their child playing gun games and games where kids are talking to strangers that might be older than them like parents Are like my child is playing a shooting game omg ima whopp my child SPanks my child* and then they tell the child to delete roblox that is very  played more than critical ops fps  gun game  ppl the bypass the swear filter so ill add cursing but my rating for it is 1/10 but the oder games are-show
",1
"Here I will list reasons to play the game and some of its problems.
",6
"This isn’t a HUGE problem as long as your using common sense but make sure you don’t fall for anything “free robux”
",7
"
",0
"2.
",0
"Scammers.
",0
"People can scam your limiteds and in-game items, so be careful and use logic.
",5
"There isn’t a huge problem other than it being so stupid, because with the tags system the pedos can’t say anything.
",1
"Moderation on Roblox isn’t amazing.
",6
"You can get banned for RIDICULOUS reasons, such as uploading an image that says “yes”, or owning a “pois item” (a limited that was stolen).
",9
"Almost every single top clothing item is bottled and copied so make sure to use clothes from well-known Robloxians so you don’t support stolen and botted clothing.
",9
"—————————————————————————————————-
",0
"That was the list of PROBLEMS on Roblox.
",0
"Though it has swearing, and not good stuff for children...
",2
"I would say it's a bit annoying that roblox has TOO many tags, even more than instagram ;-; 
",6
"It's still fun and has a lot of different genres and stuff!
",3
"As I have been reading through the reviews, it has come to my attention that quite a few parents are being over-reactive about how either sexual, or just not good in general games are.
",2
"If they say Big A**, it just makes it tagged out so sometimes people say big a only but that's not very much.
",2
"Sometimes they can bypass it by saying the bad word ""d*** and make it say dam.
",1
"But that's not enough.
",7
"But a problem with roblox is that you can easily get hacked!
",1
"You lose all your data when the hacker changes the password.
",6
"Roblox should have a more secure system when it comes to pressing the forgot password button.
",9
"This is a game where you just bully each other.
",8
"Too many hackers.
",1
"I agree it should be 13+ because there is words that are bad and ROBLOX don't cut the words out.
",1
"Take Arsenal for example, you just shoot each other and hackers, also bullies and toxic people.
",3
"Very bad, don't play
",7
"There are Pedos and Stuff on roblox...
",8
"Alright, I've been seen reviews about this game, and i'm pretty sure these problems with kids playing this are kinda stupid.
",2
"Some of the games in this platform are kinda... not appropiate or possibly can make your child waste a lot of money.
",8
"So, here's the list of the games I don't recommend.
",8
"Now, ""what's so bad with trading?
",1
"Children don't understand that you can easily get scammed.
",7
"Many people have gotten scammed over this game, and Youtube is filled with tutorials on how to scam (which, if you didnt know, scamming is a crime).
",6
"Same reasons as Meepcity, the fandom is innapropiate for kids.
",8
"Now, some of these obbies have checkpoint platforms but with random items you can buy, which are expensive and just try to spend all of your money on, and you can easily just get scammed.
",2
"And you should play some (like difficulty charts), but the fact that Roblox barely does something about this is horrible.
",3
"(It has been on the news so many times, and parents still can't get better protection?
",2
"Just let children that are very young not play as much.
",4
"Because you can possibly either make them like the Meepcity fandom people, or just lose all of your life on a singular game because of random purchases that weren't made by you.
",8
"Or getting scammed because your child can't understand that there's bad people online.
",7
"so yes there is iffy content if your looking for it like condo games but is really hard to find  and some are you are afraid to about satan and the game but there is no blood language is censored so is politics also if you are worried put restrictions on
",1
"Roblox is a strange topic for many reasons, First off yes this game is meant for kids.
",2
"speaking on the topic of messages, players can send messages to other people However the chatting system is super strict and you cannot send numbers, swear words, and anything else you don’t want your kid to see.
",1
"On the topic of safety, Roblox is very trustworthy but some of the games are not, you can usually tell this when a game asks for you to enter a username or password, do not enter it!
",5
"They will use the password and overtake your account that you won’t be able to get back.
",9
"There are some online daters but they can’t say anything as Roblox chat system blocks them.
",1
"Kids, this is where you stop reading!
",7
"and These games are not meant for kids and are not allowed on Roblox but sometimes it slips through the cracks.
",1
"Oders consists of other players doing inappropriate dances and movements.
",8
"These games are nearly impossible to stumble across and they usually get deleted in about an hour or less.
",3
"so this game may have mean people but there are bullies in every game so yeah.
",2
"if you see a oder you dont need to accept them you just need to kill them using a gun theres lot of oders you dont need to ban them
",7
"First of the app is rated 12+ but that doesn't really support anything.
",3
"And yes there is some iffy content but that's only if you play one of the games like that.
",3
"UNLESS you play game inside it like DEAD SILENCE or any other games that may have violence in it.
",3
"But not all games hat have violence inside it are very gory and bloody.
",8
"There are just knives and guns
",3
"
",0
"if u have a child in my personal opion i started playing when i was seven and i played games with little or lots of blood inside it.
",0
"There is not any SWEAR WORDS that can be typed in the chat... UNLWSS people bypass it.
",1
"Very bad, 9 year olds are toxic and dumb as hell and half of the people that play roblox games are garbage at them.
",4
"The community is so toxic.
",2
"The banning system is ridiculous, you can get banned for saying ""L"".
",1
"The games are boring and not entertaining and competitive at all.
",4
"Those kids sound like as if they have drugs in their room.
",1
"when there arms and head and everything fall off
",0
"Although its a fun game, like other games, there people that spam, scam and do online dating while playing.
",8
"Before you let your children play this game, please teach your children about safety and privacy before playing Roblox.
",7
"it doesnt make kids dumber or smarter unless they play games sin roblox with no physics, I advise you to only let the child play when you are watching OR let him play and check the game once every day and check what he played, and if he/she played a sex game or games with violence then its not roblox's fault, its yours and the owner of the game, Roblox doesnt make the games but tries to make roblox safer for kids and sex games are only accessed when the user searches a specific word
",3
"Somewhat bad words are used without bypassing, but the worst it gets there is ""Hell"".
",1
"Yes some people use stuff like 64ck as the F word but you can easily report them.
",1
"There are always bad sides though, like ODer [online dater] games.
",1
"It's good for kids but warning there are some bad games like jailbreak hi kreekcraft
",9
"Some robloxians (People Who Play Roblox) are very toxic, and a very mean, but don't worry, only a few people are like that!
",7
"some games are not good.
",3
"If you don’t want your kid to spend money on robux, don’t let them.
",7
"some such as people bypassing the roblox censor to curse, bypassing moderation games with bad things (sex, nudity , cursing, etc), clothing items that may be offensive or too reveling, creating gore in the games, etc.
",1
"Don't let that be a reason to not play it as the moderation is quick on stuff like that.
",2
"Roblox has some other problems that might not make you play it and this is a list of the one i've found over the 5 yearsof me playing the game.
",7
"Dating: one problem of roblox is the Online Daters or as The Roblox Community and or ROBLOXians call them ODers these this problem was started in 2012 when avatars got better and has spiked since 2017  this is where a player pretends to be dating another player and most of the time has fake in game sex in some shape or form most of the roblox games have tried to fix this problem by getting rid of some features and if they mix with the trend problem it could get really bad.
",0
"Trends: yes there are some good trends, but there has been a lot of bad ones of recent (soft, slenders, copy cat, goblin, etc)  most of the time these trends are for Girlfriends and boyfriends an example is slenders and copy cats copy cats normal date slenders.
",1
"slenders are tall edgy looking boys and copy cats copy other people with short edgy looking girls.
",1
"this and online dating mixed could be bad.
",2
"Dating +  Trends: This is a very bad combination that could cause your child to do bad things.
",3
"most of the time the people who mix these problems get very attached and will play sex simulation games where you have sex with other players
",5
"
",0
"Bullies: most players who spend money on the game will call others who have the free items ""noob"",""Bacon hair"",""Noodle Hair"", and ""Beanie Brain"" depending on how they look and these users have all the cool and new items most of the time.
",6
"adopt  me is a little trap meant to grab money out of your pockets avoid adopt if you want to spend only a little on roblox.
",7
"and that was the list of bad things that roblox has that won't go away.
",8
"The game is mostly pg but of course kids or teens might find a way to say inappropriate things.
",3
"There are inappropriate games but they get taken down pretty quick.
",2
"The main problem is parents decide to ignore the app details that says 12 and up.
",3
"But don’t complain about an app that has an already set age demographic.
",7
"Most zombie apocalypse and prison games (literally cops and robbers online)incorporate shooters.
",1
"Are bullies
",9
"                 .
",0
"Are scammers
",8
"                    .And also bots which scam your child for free robux.
",5
"Also, without a healthy gaming attitude, one can become ADDICTED to roblox ( like i am right now- trying to change)   and it can severely affect their  grades.
",5
"BULLIES!
",0
"THEY CALLED MY SON A n00b!THEY SWEAR , AND INSULT OTHERS!
",0
"You cant talk, and you cant even see chats.
",7
"MY SON IS PLAYING BAD GAMES!
",0
"ROBLOX IS VERY BAD!
",0
"THERE IS LOTS OF BLOOD AND SEX!
",0
"ROBLOX IS SO TRASH!
",0
"Discipline him, and if it's the friend's fault, unfriend and block said player.
",5
"Horror games and zombie games (not all) have blood in them.
",3
"What's the point of the horror if not?
",3
"If you don't like it, horror games say in the desc that ""If you have negative responses tho these types of games, don't play them!""
",3
"3- *epicly slaps* YOU NEVER TOLD ME HOW TO DEAL WITH PLAYERS!
",0
"You could report the player for bullying ( although ,in fighting games, toxic players are always present and the might keep bullying your child.
",1
"If it's too much, go to another server.
",7
"Report games which are bad.
",8
"It's disgusting when i try to play roblox, and i stumble on some scented con (that's what all those games are called).
",3
"I'm tired.
",0
"So, don't hate them.
",2
"THERE'S TOO MUCH!
",0
"THIS IS WHY ITS HARD TO ROLEPLAY IN ANIME BATTLE SIMULATOR!
",0
"They censor almost everything.
",1
"The mobile app has some issues right now so for now if you have one let your kids play on the laptop.
",6
"Scamming has gotten worse with Scambots (nonexistent players (bots) telling you to go a site) there is another issue with the chat filter and the clothing.
",1
"The chat can get easily bypassed causing your child to see inappropriate words and clothing issues including using Self Harm as a “clothing trend”.
",1
"A lot of children play bypassed audios which is basically kind of Roblox’s fault for accepting these types of audios which is a bad business move, also like the chat, this can cause your children to hear inappropriate words to the point of the n word.
",3
"This is just many of the things I’ve seen and with all this I recommend you keep an eye on your children while they are playing Roblox.
",5
"Only problem is the amount of things that get bypassed, such as 18+ content (rare) and swearing either in chat or with audio.
",1
"some events in roblox can be violent like ""Bloodfest"" and people swear.
",1
"Roblox is a place where if you look hard enough you can find many issues with it.
",7
"The Main issue is that Roblox is really only a creative platform for the creators of the games to use to make their game, so blaming ROBLOX for inappropriate servers is like blaming a camera company for someone taking inappropriate photos.
",7
"Ultimately a review of this site should be focused much less about the content of the game as your child can choose what they do or do not want to play at any time.
",7
"Moderation is hyper-sensitive and many words which are safe are censored using hashtags and this usually blocks out any inappropriate content that your child will see.
",1
"If you have heard of ""loopholes"" where content that is inappropriate can be said then this is obviously a problems but not one something that is unique to Roblox this is a human universal.
",3
"A lot of rules will have loopholes and people will exploit these no matter if we are talking Roblox, Gaming, Society.
",1
"With concern to inappropriate games, it is not Roblox's intention that these games exist only a natural biproduct of kids being devious and trying to feel rebellious.
",3
"If your kid is frequenting these servers ultimately it is up to you as a parent to drag them off such games or explain to them prior the danger such a game possesses.
",7
"It is of course not going to be perfect but it's issues are common and unfortunate but not ultimately something you will be able to prevent on the internet.
",2
"So if you believe your child to be mature and responsible to any decent standard it should be no problem for them to play Roblox.
",7
"roblox isn't a bad game, it's just the kids who think they can get away with blasting 200 decibel rap songs that have 10+ swears in them.
",8
"Do not get this game!
",6
"Once I was playing Corridor of Hell and this girl came in and starting spamming the chat.
",0
"I told her to stop and another girl said that they were cousins and I had to ignore her.
",0
"She is way too young to play Roblox.
",4
"Roblox is not for little kids.
",2
"Also, I was reading this review on what parents should know about Roblox a couple months back and there was this footnote that said a 6 year old was playing and she was invited to a sex room.
",0
"People with Robux actually bully people about being poor.
",9
"I remember my sister was playing Daycare and this girl, not saying the username, called her poor because my sister did not have Robux.
",0
"Also, if you are through with being bullied because you have no Robux, most people would use a Robux Generator.
",7
"These generators do not work.
",7
"People put viruses in the generator so they can get your info.
",3
"Hackers can also hack your account.
",5
"There are rumors that the most famous Roblox hacker, not exposing the username (again), is coming back.
",5
"Younger kids can easily accept fake trades.
",7
"If someone says that to you, they will not give you Robux, even if they promise you.
",5
"Eventually, that person got hacked.
",0
"Swear words or offensive words are tagged out and Roblox also has the ability to tag out full sentences if they are rude.
",1
"If someone is being mean or offensive (which is hard because of the tags) you can report them and Roblox will review the chat and see what happened and either ban them or, in extreme cases, delete their account.
",7
"Roblox's main rule is ""Roblox is not a place for online daters"" and if found out will be banned.
",1
"The game through my first 1 month
",6
"I saw 50 people dating
",0
"10 adults
",4
"And 20 people trying to be sexual with me
",0
"Roblox also trys to milk you of your money
",8
"
",0
"Thats the cons
",6
"
",0
"Heres the pros
",4
"
",0
"Teaches coding
",2
"Fun with family
",0
"Its only ok if you turn of basically every single chat feature
",7
"Bur even that is bad
",1
"Because i went to a game,
",0
"And i saw madness
",6
"Hackers made sex models and could use it on players the most nudity
",1
"And swears ever.
",1
"Alsooo
",0
"If you dont believe me
",5
"Just go to the videos most are ok
",9
"But some have to be completely blurred
",1
"And just search roblox oder
",7
"There are so many online daters,
",8
"So if you want ur kids dating a 20 yearold,
",7
"Seeing nudity
",1
"Swearing
",0
"And lose all your money dont listen to me and let them have chat.
",6
"I know that there are some ""innapropiate"" games, but he doesnt even know about them.
",3
"(just gotta get around scripting though) Any people saying certain games are non-child friendly listen.
",1
"The only slight issue is that there are free robux scams/adopt me scams and roblox is a bit too family friendly.
",5
"The scams I know roblox can't fix but the family friendly stuff they can.
",6
"Other than that, the only thing a kid would have to worry about is fantasy violence.
",6
"Some games do get taken down for curtain reasons, like not kid friendly or copyright reasons.
",6
"Sure Roblox does have a censor robot, but its pretty much trash, some words can be abreviated into ways that the robots dont detect, and numbers and some random words that are not even bad get blurred out from hashtags (#), for example try saying 12, it might just come out as ##.
",1
"If you happen to encounter something inappropriate, then you probably used the search bar and clicked on it or was clickbaited.
",7
"The one problem really is how the community acts.
",2
"According to the player, if you don't have an Avatar that has clothes which cost a lot of Robux, you are considered a ""noob"" and may end up being bullied in game.
",6
"Remove the horrible moderation (It's not that it falsely bans people-it barely ever unbans somebody) My advice is-buy a few Robux (enough to buy power-ups in game+ a good avatar), and make sure the game is OK. Face it, if you're not going to let your kid touch something if there's a little risk, how will it be when he/she faces a huge crisis?
",7
"Some Roblox developers really put pressure to buy Robux, just avoid those types of games.
",6
"If they aren't, why did you let them play this in the first place?
",7
"DONT PLAY JAILBERAK DONT ITS CONTAINS A LOT OF GUNS AND VOLCNCE.ALSO NO MAD CYIT ITS THE SAME.
",0
"Although there is some inappropriate games on roblox...
",2
"And about swears, yes the tagging system is pretty bad and your kid probably can't say numbers.
",2
"Just set a time limit, make sure they don't have your credit card to buy robux, monitor to make sure they don't play violent games.
",7
"What I mean is there's some games like, piggy that include dying.
",3
"I Don't Know Why Adults Call It Violence Game.
",0
"I Giving It 4 Star Because There's Many Online Dating, exploiters, Roblox Predators, Scams, Club Iris ( I Don't Know Why Roblox Still Not Banned That Game Yet) And More.
",0
"When I first saw this website I read the ROBLOX reviews from parents and HONESTLY, I think the parents are right and wrong, like they are saying that some games have BLOOD, not any game that I know has BLOOD in it, plus I've been playing ROBLOX for like 2-3 years now.
",2
"There are scammers on Roblox though, which try to steal peoples accounts and take all the Robux off it.
",5
"Some scammers may ask for your password for ""free Robux"" then they run off with your account and you never get any Robux.
",5
"If a user violates the terms of service, there account may either be warned, a 1 day ban, 2 day ban, week ban, 2 week ban, account deletion, Poison ban, IP ban, and the worst ban of them all, Invalid credentials ban.
",0
"Google them up if you don't understand.
",7
"It isnt perfect however.
",2
"Sometimes there are bypasses for inappropriate words that can annoy people and sometimes theres just too many bots.
",1
"my 17 year old brother played this he like a game called ""da streets"" which is demonic and satanic and bad.
",0
"he goot a currency celled ""robucks"" and made his character edgy and was wearing weird ""trash gang"" stuff.
",5
"my brother died in a car crash because of roblox because it demonic.
",0
"It hashtags all swear words and most numbers.
",1
"I don't understand why so may parents don't allow their children to play this game.
",4
"sometimes, bots come into a game and tell players to go to off site websites and ""get free Robux"" (Robux is the digital currency of Roblox that is used to buy items for your avatar and more)  all of the time, these site do not work and steal your Roblox account, these sites must be avoided at all costs.
",5
"The moderates work hard to stop these  scams but sometimes the scams can get through but most of the time, they are deleted in half an hour or so.
",8
"the games on Roblox are fun but some more violent games should be not aloud to play for younger kids.
",4
"It is good but my brother became toxic and started screaming when playing MM2 it is a toxic game you should not play it I recommend play Roblox islands a building games full of fun and you can create things in your style and become creative and also adopt me is fun it teen kids how it would be like to be a parent how they can be a good one when they grow up
",3
"ROBLOX is perceived as ""Bad"" with ""Harmful games"" or ""bad chatting messages"" but as a parent, it is your responsibility to look after your kids.
",6
"Ofcourse ROBLOX has it's fare share of problems but you cant blame them for all.
",9
"For example; scams.
",0
"hackers do hack accounts and go onto games and chat and you cant blame ROBLOX for this as they work hard as to # all the hacked websites out.
",5
"i dont understand why you think piggy is a bad game, its just a game.
",4
"However, there are scammers who claim they will give you money.
",4
"Some people try to swear, but most of it is blocked by the roblox chat filter.
",1
"More things are blocked when the user's account age is set to anything under 13.
",5
"Roblox is a good game, but there's problems, there's some violence on using weapon and other that younger kid can get scammed easily.
",2
"and also why tagging numbers, there's nothing inappropriate about numbers.
",4
"If you don't your kids to be scammed in Robux games and trading games please educate your child how to be safe.
",7
